Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days
50106,SWV DIVA PAS,SAWANTWADI ROAD,DIVA JN,Saturday
50108,MAO-SWV PASS,MADGOAN JN.,SAWANTWADI ROAD,Saturday
50120,PNVL-DIVA PA,PANVEL,DIVA JN,Saturday
51027,FAST PASSENG,CST-MUMBAI,PANDHARPUR,Saturday
51033,SAINAGAR SHI,DAUND JN.,SAI NAGAR SHIRDI,Saturday
51111,CSN DHI MIX,CHALISGAON JN.,DHULE,Saturday
51114,DHI CSN MIX,DHULE,CHALISGAON JN.,Saturday
51136,AMI BD PASS,AMRAVATI,BADNERA JN.,Saturday
51146,AMI BD PASS,AMRAVATI,BADNERA JN.,Saturday
51182,BSL-DVL PASS,BHUSAVAL JN.,DEVLALI,Saturday
51348,BRMT-DD PASS,BARAMATI,DAUND JN.,Saturday
51405,MRJ-CLR PASS,MIRAJ JN.,CASTLE ROCK,Saturday
51411,BAY-DWR PASS,BELLARY JN.,DHARWAD,Saturday
51423,IGP MMR SHUT,IGATPURI,MANMAD JN.,Saturday
51429,SLI MRJ PASS,SANGLI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday
51430,KOP SLI PASS,CHHATRAPATI SHAHU MAHARAJ TERMINUS,SANGLI,Saturday
51431,MRJ LD PASSE,MIRAJ JN.,LONDA JN.,Saturday
51434,PVR-NZB PASS,PANDHARPUR,NIZAMABAD,Saturday
51441,STR KOP PASS,SATARA,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday
51451,PUNE BRMT PA,PUNE JN.,BARAMATI,Saturday
51452,DD PUNE PASS,BARAMATI,PUNE JN.,Saturday
51458,DWR-UBL PASS,DHARWAD,HUBLI JN.,Saturday
51605,KMZ-CHRM PAS,KATNI MURWARA,CHIRMIRI,Saturday
51610,GUNA-BINA PA,GUNA,BINA,Saturday
51612,BINA-KOTA PA,BINA,KOTA,Saturday
51674,STA-ET PASSE,SATNA,ITARSI,Saturday
51705,JBP-NIR PASS,MADANMAHAL,NAINPUR JN.,Saturday
51708,NIR-JBP PASS,NAINPUR JN.,JABALPUR,Saturday
51753,REWA-CHRM PA,REWA,CHIRMIRI,Saturday
51764,MKP-STA PASS,MANIKPUR JN.,SATNA,Saturday
51811,BIN-JHS  PAS,BINA,JHANSI JN,Saturday
51812,JHS-BIN PASS,JHANSI JN,BINA,Saturday
51862,KNH-AIT PASS,KONCH,AIT JN,Saturday
51869,AIT-KNH PASS,AIT JN,KONCH,Saturday
52074,MVJ-MJ PASS,MAVLI JN.,MARWAR JN.,Saturday
52205,PBE-MLN PASS,PILIBHIT JN.,MAILANI JN.,Saturday
52208,PBE-KSJ PASS,MAILANI JN.,PILIBHIT JN.,Saturday
52241,BRK-MLN PASS,BAHRAICH,MAILANI JN.,Saturday
52251,BRK-MLN PASS,BAHRAICH,MAILANI JN.,Saturday
52252,MLN-BRK PASS,MAILANI JN.,BAHRAICH,Saturday
52257,BRK-MLN PASS,BAHRAICH,MAILANI JN.,Saturday
52263,GNAN-NPR PAS,BAHRAICH,NEPALGANJ ROAD,Saturday
52298,SZP-PBE- PAS,SHAHJAHANPUR JN,PILIBHIT JN.,Saturday
52453,KLK-SML MAIL,KALKA,SHIMLA,Saturday
52454,SML-KLK MAIL,SHIMLA,KALKA,Saturday
52462,PTK-JMKR,JAWALAMUKHI ROAD,PATHANKOT JN.,Saturday
52464,BJPL-PTK PAS,BAIJNATH PAPROLA,PATHANKOT JN.,Saturday
52587,KGN - DJ PAS,KURSEONG,DARJEELING,Saturday
52591,DJ - GHUM -,DARJEELING,DARJEELING,Saturday
52596,DJ-GHUM-DJ J,DARJEELING,DARJEELING,Saturday
52597,DJ - GHUM -,DARJEELING,DARJEELING,Saturday
52941,GG - BTDF  M,GANDHIGRAM,BOTAD JN (MG),Saturday
52942,BTDF - GG MG,BOTAD JN (MG),GANDHIGRAM,Saturday
52946,DASF - VRLF,DHASA JN (MG),VERAVAL MG,Saturday
52974,SWD-DADN MG,SANAWAD,MHOW,Saturday
52987,DADN SWD MG,MHOW,SANAWAD,Saturday
53002,AZ-HWH PASSE,AZIMGANJ JN.,HOWRAH JN.,Saturday
53023,AZ-RPH PASSE,AZIMGANJ JN.,RAMPUR HAT,Saturday
53025,AZ - RPH  PA,AZIMGANJ JN.,RAMPUR HAT,Saturday
53036,BHW-AZ PASSE,BARHARWA JN.,AZIMGANJ JN.,Saturday
53045,MAYURAKSHI F,HOWRAH JN.,RAMPUR HAT,Saturday
53049,HWH-MKA PASS,HOWRAH JN.,MOKAMA JN.,Saturday
53068,RPH-BWN PASS,RAMPUR HAT,BARDDHAMAN JN.,Saturday
53069,BWN-RPH PASS,BARDDHAMAN JN.,RAMPUR HAT,Saturday
53076,BHW-RPH PASS,BARHARWA JN.,RAMPUR HAT,Saturday
53176,LGL-SDAH PAS,LALGOLA,SEALDAH,Saturday
53209,RGD-FUT PASS,RAJGIR,FATUHA,Saturday
53343,GMO-CPU PASS,NSC BOSE J GOMO,CHOPAN,Saturday
53348,BRWD-GMO PAS,BARWADIH JN,NSC BOSE J GOMO,Saturday
53350,DOS-BRWD PAS,DEHRI-ON-SON,BARWADIH JN,Saturday
53352,CAR-BRWD PAS,CHUNAR JN.,BARWADIH JN,Saturday
53374,BRKA-HZBN-KQ,BARKAKANA,KODERMA,Saturday
53408,JMP-RPH PASS,JAMALPUR JN.,RAMPUR HAT,Saturday
53443,MDLE - BGP P,HANSDIHA,BHAGALPUR,Saturday
53483,TPL-RJL PGR,TINPAHAR JN.,RAJMAHAL,Saturday
53497,BGP-JMP PASS,BHAGALPUR,JAMALPUR JN.,Saturday
53628,GAYA-KIUL  P,GAYA JN.,KIUL JN.,Saturday
53641,DLN -MGS-PAS,DILDARNAGAR JN,MUGHAL SARAI JN.,Saturday
53643,DLN-TRG PASS,DILDARNAGAR JN,TARIGHAT,Saturday
54006,JIND ROK PAS,JIND JN,ROHTAK JN.,Saturday
54011,TKJ SDLP PAS,TILAK BRIDGE,SADULPUR JN,Saturday
54012,SDLP TKJ PAS,SADULPUR JN,TILAK BRIDGE,Saturday
54015,ROK-BNW PASS,ROHTAK JN.,BHIWANI JN.,Saturday
54016,BNW ROK PASS,BHIWANI JN.,ROHTAK JN.,Saturday
54025,ROK-PNP PASS,ROHTAK JN.,PANIPAT JN.,Saturday
54035,DELHI JIND J,DELHI JN.,JAKHAL JN.,Saturday
54039,KKDE-JIND PA,KURUKSHETRA JN.,JIND JN,Saturday
54048,JIND,JIND JN,KURUKSHETRA JN.,Saturday
54055,MORADABAD DE,MORADABAD JN.,DELHI JN.,Saturday
54057,DELHI SMQL P,DELHI JN.,SHAMLI,Saturday
54086,RE-DLI PASSE,REWARI JN.,DELHI JN.,Saturday
54155,CNB FBD PASS,KANPUR CENTRAL JN.,FARRUKHABAD JN,Saturday
54212,KANPUR RAI B,KANPUR CENTRAL JN.,RAE BARELI JN.,Saturday
54231,FD-LKO PASSE,FAIZABAD JN.,LUCKNOW JN.,Saturday
54237,MUR-FD PASS,MANKAPUR JN.,FAIZABAD JN.,Saturday
54238,FD-MUR PASS,FAIZABAD JN.,MANKAPUR JN.,Saturday
54243,MUR-AY PASS,MANKAPUR JN.,AYODHYA,Saturday
54252,SRE - LKO PA,SAHARANPUR JN.,LUCKNOW JN.,Saturday
54254,LKO-PYG PASS,LUCKNOW JN.,PRAYAG JN.,Saturday
54262,JNU - BSB PA,JAUNPUR JN.,VARANASI JN.,Saturday
54264,SLN-BSB PASS,SULTANPUR JN.,VARANASI JN.,Saturday
54265,BSB-SLN PASS,VARANASI JN.,SULTANPUR JN.,Saturday
54267,MGS-BSB PASS,MUGHAL SARAI JN.,VARANASI JN.,Saturday
54329,BALAMAU SHAH,BALAMAU JN.,SHAHJAHANPUR JN,Saturday
54330,SPN-BLM PASS,SHAHJAHANPUR JN,BALAMAU JN.,Saturday
54333,BSB-LKO PASS,VARANASI JN.,LUCKNOW JN.,Saturday
54377,PRAYAG- BARE,PRAYAG JN.,BAREILLY JN.,Saturday
54381,GAJRAULA NAJ,GAJRAULA JN.,NAJIBABAD JN.,Saturday
54382,NBD-GJL PASS,NAJIBABAD JN.,GAJRAULA JN.,Saturday
54392,MB-ALJN PASS,MORADABAD JN.,ALIGARH JN.,Saturday
54396,NBD-MB PASSE,NAJIBABAD JN.,MORADABAD JN.,Saturday
54401,KHURJA MEERU,KHURJA JN,MEERUT CITY JN.,Saturday
54404,MEERUT CITY,MEERUT CITY JN.,KHURJA JN,Saturday
54412,MTC-RE PASSE,MEERUT CANT,REWARI JN.,Saturday
54413,DLI-RE PASSE,DELHI JN.,REWARI JN.,Saturday
54424,BIWANI ROHTA,BHIWANI JN.,DELHI JN.,Saturday
54473,DLI SRE PASS,DELHI JN.,SAHARANPUR JN.,Saturday
54483,HW-RKSH PASS,HARIDWAR JN,RISHIKESH,Saturday
54553,UMB - DUI PA,AMBALA CANTT JN,DHURI JN.,Saturday
54575,LDH - LNK PA,LUDHIANA JN.,LOHIAN KHAS JN.,Saturday
54581,NLDM - UNA P,NANGAL DAM,AMB ANDAURA,Saturday
54601,HSR-ASR PASS,HISAR JN,AMRITSAR JN.,Saturday
54622,PTK - JUC PA,PATHANKOT JN.,JALANDHAR CITY JN.,Saturday
54626,JUC - JJJ PA,JALANDHAR CITY JN.,JAIJON DOABA,Saturday
54644,FZR-JUC PASS,FIROZPUR CANTT JN.,JALANDHAR CITY JN.,Saturday
54765,DUI-BTI PASS,DHURI JN.,BATHINDA JN,Saturday
54766,BTI-DUI PASS,BATHINDA JN,DHURI JN.,Saturday
54784,RE-FKA PASSE,REWARI JN.,FAZILKA JN.,Saturday
54785,FZR-FKA PASS,FIROZPUR CANTT JN.,FAZILKA JN.,Saturday
54786,FKA-FZR PASS,FAZILKA JN.,FIROZPUR CANTT JN.,Saturday
54790,BKN RE PASSE,BIKANER JN.,REWARI JN.,Saturday
54791,MTJ-BNW PASS,MATHURA JN.,BHIWANI JN.,Saturday
54793,SWM-MTJ PASS,SAWAI MADHOPUR JN,MATHURA JN.,Saturday
54820,JU-JSM  PASS,JODHPUR JN.,JAISALMER,Saturday
54825,JU-BARA  PAS,JODHPUR JN.,BILARA,Saturday
54833,JP HSR PASS,JAIPUR JN.,HISAR JN,Saturday
55002,AY-GKP  PASS,AYODHYA,GORAKHPUR JN.,Saturday
55017,PR-MAU PASSA,CHHAPRA JN.,MAU JN.,Saturday
55021,SPJ-SV PASSE,SAMASTIPUR JN.,SIWAN JN.,Saturday
55027,GKP-GD PASSE,GORAKHPUR JN.,GONDA JN.,Saturday
55041,NKE-GKP PASS,NARKATIAGANJ JN.,GORAKHPUR JN.,Saturday
55103,BTT-BHJ  PAS,BHATNI JN.,BARHAJ BAZAR,Saturday
55106,BHJ-SRU PASS,BARHAJ BAZAR,SALEMPUR JN.,Saturday
55108,THE-SV PASSE,THAWE JN.,SIWAN JN.,Saturday
55116,SV-CPR PASSE,BHATNI JN.,CHHAPRA JN.,Saturday
55122,MUV-BTT PASS,MANDUADIH,BHATNI JN.,Saturday
55127,BSB- ALY  PA,MANDUADIH,ALLAHABAD CITY,Saturday
55135,AMH-MUV PASS,AZAMGARH,VARANASI CITY,Saturday
55136,MUV-AMH PASS,VARANASI CITY,AZAMGARH,Saturday
55168,SV-DDA PASSE,SIWAN JN.,DURAUNDHA JN,Saturday
55176,MGZ-DDA PASS,MAHARAJGANJ,DURAUNDHA JN,Saturday
55182,THE-CI  PASS,CHHAPRA KACHEHRI,THAWE JN.,Saturday
55183,CI-MHC PASSE,THAWE JN.,CHHAPRA KACHEHRI,Saturday
55211,MFP-RXL PASS,MUZAFFARPUR JN.,RAXAUL JN.,Saturday
55218,PPTA-MFP PAS,PATLIPUTRA,MUZAFFARPUR JN.,Saturday
55220,NKE-MFP  PAS,NARKATIAGANJ JN.,MUZAFFARPUR JN.,Saturday
55222,BJU-KIR PASS,BARAUNI JN.,KATIHAR JN.,Saturday
55228,MFP-SPJ PASS,MUZAFFARPUR JN.,SAMASTIPUR JN.,Saturday
55302,KGM-MB PASSE,KATHGODAM,MORADABAD JN.,Saturday
55303,MB-KGM PASSE,MORADABAD JN.,KATHGODAM,Saturday
55306,RMR-MB  PASS,RAMNAGAR,MORADABAD JN.,Saturday
55322,RMR-MB  PASS,RAMNAGAR,MORADABAD JN.,Saturday
55325,LJN-KSJ  PAS,LUCKNOW JN.,KASGANJ JN.,Saturday
55330,KSJ-SKB PASS,KASGANJ JN.,SHIKOHABAD JN.,Saturday
55338,AH-KSJ  PASS,ACHHNERA JN.,KASGANJ JN.,Saturday
55346,BC-KSJ PASSE,BAREILLY CITY,KASGANJ JN.,Saturday
55353,KSJ-MTJ  PAS,KASGANJ JN.,MATHURA JN.,Saturday
55357,KSJ-BC-PASS,KASGANJ JN.,BAREILLY CITY,Saturday
55363,IZN-PBE PASS,BAREILLY CITY,PILIBHIT JN.,Saturday
55367,BC-PBE PASSE,BAREILLY CITY,PILIBHIT JN.,Saturday
55372,MJZ-PBE,MAJHOLA PAKARIYA,PILIBHIT JN.,Saturday
55374,MJZ-PBE PASS,MAJHOLA PAKARIYA,PILIBHIT JN.,Saturday
55514,JYG-SPJ PASS,JAYNAGAR,SAMASTIPUR JN.,Saturday
55555,SHC-SPJ PASS,SAHARSA JN.,SAMASTIPUR JN.,Saturday
55565,SHC -SPJ PAS,SAHARSA JN.,SAMASTIPUR JN.,Saturday
55662,SCL - MSSN P,SILCHAR,MAISHASHAN,Saturday
55701,MLDT-KIR PAS,MALDA TOWN,KATIHAR JN.,Saturday
55704,KIR - MLFC P,KATIHAR JN.,MALDA COURT,Saturday
55708,KIR-RDP PASS,KATIHAR JN.,RADHIKAPUR,Saturday
55736,JBN - KIR PA,JOGBANI,KATIHAR JN.,Saturday
55741,KIR - JBN PA,KATIHAR JN.,JOGBANI,Saturday
55750,HDB - NJP PA,HALDIBARI,NEW JALPAIGURI JN,Saturday
55763,KIR - JBN PA,KATIHAR JN.,JOGBANI,Saturday
55810,GHY - NBQ PA,GUWAHATI,NEW BONGAIGAON JN.,Saturday
55811,DBB - KYQ FA,DHUBRI,KAMAKHYA JN,Saturday
55814,MZS - DKGN P,MURKEONG SELEK,DEKARGAON,Saturday
55909,SLGR - DBRT,SIMALUGURI JN.,DIBRUGARH TOWN,Saturday
55910,DBRT - SLGR,DIBRUGARH TOWN,SIMALUGURI JN.,Saturday
56007,AJJ-KPD PASS,ARAKKONAM JN,KATPADI JN,Saturday
56011,AJJ-HX PASSR,ARAKKONAM JN,CUDDAPAH,Saturday
56042,PDY-TPTY,PONDICHERRY,TIRUPATI,Saturday
56102,SA-MTDM PASS,SALEM JN.,METTUR DAM,Saturday
56107,SA-KRR PASSR,SALEM JN.,KARUR JN.,Saturday
56147,MTP-CBE PASS,METTUPALAIYAM JN.,COIMBATORE JN.,Saturday
56149,MTP-CBE SPL,METTUPALAIYAM JN.,COIMBATORE JN.,Saturday
56202,MYS-CMNR PAS,MYSORE JN.,CHAMRAJANAGAR,Saturday
56208,MYS-CMNR PAS,MYSORE JN.,CHAMRAJANAGAR,Saturday
56231,MYS-SBC PASS,MYSORE JN.,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Saturday
56242,YPR-SA PASSR,YESVANTPUR JN.,SALEM JN.,Saturday
56302,ALLP ERS PAS,ALLEPPEY,ERNAKULAM. JN,Saturday
56310,NCJ-TVC PASS,NAGERCOIL JN.,TRIVANDRUM CENTRAL,Saturday
56336,QLN-EDN PASS,QUILON,EDAMANN,Saturday
56371,GUV-ERS PASS,GURUVAYUR,ERNAKULAM. JN,Saturday
56375,GUV-ERS PASS,GURUVAYUR,ERNAKULAM. JN,Saturday
56387,ERS-KYJ PASS,ERNAKULAM. JN,KAYANKULAM JN,Saturday
56389,ERS-KTYM PAS,ERNAKULAM. JN,KOTTAYAM,Saturday
56504,BZA-YPR  PAS,VIJAYWADA JN.,BANGALORE CANTT.,Saturday
56519,JRU-CTA PASS,CHIKJAJUR JN.,CHITRADURG,Saturday
56520,CTA-JRU PASS,CHITRADURG,CHIKJAJUR JN.,Saturday
56613,SRR-NIL PASS,SHORANUR JN.,NILAMBUR ROAD,Saturday
56643,MAQ-KBPR PAS,MANGALORE CENTRAL,KABAKA PUTTUR,Saturday
56645,MAQ-KBPR PAS,MANGALORE CENTRAL,KABAKA PUTTUR,Saturday
56647,MAQ-SBHR PAS,MANGALORE CENTRAL,SUBRAHMANYA ROAD,Saturday
56650,CAN-CBE PASS,KANNUR,COIMBATORE JN.,Saturday
56664,CLT-TCR PASS,CALICUT,TRICHUR,Saturday
56703,TPJ-DG PASS,TIRUCHIRAPPALLI JN.,DINDIGUL JN,Saturday
56710,MDU-PLNI PAS,MADURAI JN,PALANI,Saturday
56711,KIK-TPJ PASS,KARAIKAL,TIRUCHIRAPPALLI JN.,Saturday
56718,TEN NCJ PASS,TIRUNELVELI JN,NAGERCOIL JN.,Saturday
56734,SCT-MDU PASS,SENGOTTAI JN,MADURAI JN,Saturday
56741,TN-TEN PASSE,TUTICORIN,TIRUNELVELI JN,Saturday
56762,TCN-TEN PASS,TIRUCHENDUR,TIRUNELVELI JN,Saturday
56765,TEN-TCN PASS,TIRUNELVELI JN,TIRUCHENDUR,Saturday
56799,TEN-SCT PASS,TIRUNELVELI JN,SENGOTTAI JN,Saturday
56801,TEN-SCT PASS,TIRUNELVELI JN,SENGOTTAI JN,Saturday
56825,ED/MV-TEN PA,ERODE JN.,TIRUNELVELI JN,Saturday
56830,RMM-TPJ PASS,RAMESWARAM,TIRUCHIRAPPALLI JN.,Saturday
56860,VM  TBM PASS,VILLUPURAM JN.,TAMBARAM,Saturday
56864,PDY-VM PASSR,PONDICHERRY,VILLUPURAM JN.,Saturday
56873,VM  MV PASSR,VILLUPURAM JN.,MAYILADUTURAI JN.,Saturday
56886,VM-KPD PASSR,VILLUPURAM JN.,KATPADI JN,Saturday
56902,DWR-UBL PASS,DHARWAD,HUBLI JN.,Saturday
56962,VSG-QLM PASS,VASCO-DA-GAMA,KULEM,Saturday
57123,SINGARENI,BHADRACHALAM ROAD,SIRPUR TOWN,Saturday
57124,SINGARENI,BALHARSHAH,BHADRACHALAM ROAD,Saturday
57145,PASS,DORNAKAL JN.,BHADRACHALAM ROAD,Saturday
57239,PASS,CHENNAI CENTRAL,GUDUR JN.,Saturday
57271,BZA-RGDA PAS,VIJAYWADA JN.,RAYAGADA JN.,Saturday
57277,PASS,GUDUR JN.,VIJAYWADA JN.,Saturday
57320,GNT PASS,MACHERLA,GUNTUR JN.,Saturday
57404,KPD-TPTY PAS,KATPADI JN,TIRUPATI,Saturday
57406,PASSENGER,KATPADI JN,TIRUPATI,Saturday
57411,TPTY-GDR PAS,RENIGUNTA JN.,GUDUR JN.,Saturday
57429,GDR PASS,TIRUPATI,GUDUR JN.,Saturday
57430,TPTY PASS,GUDUR JN.,TIRUPATI,Saturday
57501,PASS,NIZAMABAD,BODHAN,Saturday
57503,MZL-BDHN PAS,MIRZAPALI,BODHAN,Saturday
57522,PAU-PARLI  S,PURNA JN.,PARLI VAIJNATH,Saturday
57554,ADB-PRLI-PAS,ADILABAD,PARLI VAIJNATH,Saturday
57581,PASS,AKOLA JN.,PURNA JN.,Saturday
57583,PASS,AKOLA JN.,PURNA JN.,Saturday
57594,MED PASS,NANDED,MEDCHAL,Saturday
57602,NZB-KCG PASS,NIZAMABAD,KACHEGUDA,Saturday
57625,SC-MUGR FAST,SECUNDERABAD JN.,MANUGURU,Saturday
58002,PURI SRC  PA,PURI,SANTRAGACHI JN.,Saturday
58005,KGP-KUR PASS,KHARAGPUR,KHURDA ROAD JN.,Saturday
58015,HWH ADRA SHI,HOWRAH JN.,ADRA,Saturday
58019,ADRA ASANSOL,ADRA,ASANSOL MAIN,Saturday
58112,ITR  TATA PA,ITWARI JN.,TATANAGAR JN,Saturday
58138,SBP-JSG PASS,SAMBALPUR JN.,JHARSUGUDA JN.,Saturday
58161,HTE JSG PASS,HATIA,JHARSUGUDA JN.,Saturday
58201,BSP-R PASSEN,BILASPUR JN.,RAIPUR JN.,Saturday
58207,R-JNRD PASSE,RAIPUR JN.,JUNAGARH ROAD,Saturday
58223,MDGR-ABKP PA,MANENDRAGARH,AMBIKAPUR,Saturday
58304,JNR-LJR-SBP,JUNAGARH ROAD,LANJI GARH ROAD,Saturday
58413,TLHR-PURI PA,TALCHER,PURI,Saturday
58419,BBS-PSA PASS,BHUBANESWAR,PALASA,Saturday
58423,BHC-CTC,BHADRAKH,CUTTACK JN.,Saturday
58434,BAM-CTC  FAS,BERHAMPUR,CUTTACK JN.,Saturday
58527,R-VSKP PASS,RAIPUR JN.,VISAKHAPATNAM,Saturday
58529,DURG-VSKP PA,DURG,VISAKHAPATNAM,Saturday
58536,PRDP-CTC,PARADEEP,CUTTACK JN.,Saturday
58538,VSKP-KRPU PA,VISAKHAPATNAM,KORAPUT JN.,Saturday
58603,KGP GOMO PAS,KHARAGPUR,NSC BOSE J GOMO,Saturday
58651,RNC LAD PASS,RANCHI,LOHARDAGA BS,Saturday
58653,RNC BICI -TO,RANCHI,TORI,Saturday
58657,RNC-LAD PASS,RANCHI,LOHARDAGA BS,Saturday
58661,TATA-HTE PAS,TATANAGAR JN,HATIA,Saturday
58718,RAJIM-KENDRI,RAJIM,KENDRI,Saturday
58721,ABHANPUR-RAJ,ABHANPUR JN.,RAJIM,Saturday
58804,G - BPQ PASS,GONDIA JN.,BALHARSHAH,Saturday
58811,RTK-NGP LOCA,RAMTEK,NAGPUR JN.(CR),Saturday
58813,RTK-ITR LOCA,RAMTEK,ITWARI JN.,Saturday
58817,TMR-TRDI LOC,TUMSAR RD,TIRODI,Saturday
58877,ITR NAB PASS,ITWARI JN.,NAGBHIR JN.,Saturday
59023,BCT BL PASS,MUMBAI CENTRAL,VALSAD,Saturday
59038,SURAT VR PAS,SURAT,VIRAR,Saturday
59076,BSL ST BCT P,BHUSAVAL JN.,SURAT,Saturday
59077,BHUSAVAL PAS,SURAT,BHUSAVAL JN.,Saturday
59078,SURAT PASSEN,BHUSAVAL JN.,SURAT,Saturday
59101,BRC KATHANA,VADODARA JN.,KATHANA,Saturday
59151,ND - MODASA,NADIAD JN.,MODASA,Saturday
59161,BHARUCH ANND,BHARUCH JN.,ANAND JN.,Saturday
59168,AKV-RAJ-AKV,RAJPIPLA,ANKLESHWAR JN.,Saturday
59225,BVC - MHV PA,BHAVNAGAR TERMINUS,MAHUVA,Saturday
59226,MHV - BVC PA,MAHUVA,BHAVNAGAR TERMINUS,Saturday
59229,DHG - BVC PA,DHRANGADHRA,BHAVNAGAR TERMINUS,Saturday
59236,MHV - DLJ PA,MAHUVA,DHOLA JN,Saturday
59297,PBR-SMNH PAS,PORBANDAR,SOMNATH,Saturday
59342,BINA NAD PAS,BINA,NAGDA JN,Saturday
59356,MTJ RATLAM P,MATHURA JN.,RATLAM JN,Saturday
59359,BXN-MTJ PASS,BAYANA,MATHURA JN.,Saturday
59442,AHMEDABAD PA,AHMEDABAD,MUMBAI CENTRAL,Saturday
59477,MSH - PTN PA,MAHESANA JN,PATAN,Saturday
59483,MSH - PTN PA,MAHESANA JN,PATAN,Saturday
59484,PTN - MSH PA,PATAN,MAHESANA JN,Saturday
59511,MSH - VG PAS,MAHESANA JN,VIRAMGAM JN,Saturday
59547,OKHA PASSENG,AHMEDABAD,OKHA,Saturday
59601,MJ AII PASS,MARWAR JN.,AJMER JN.,Saturday
59602,AII MJ PASS,AJMER JN.,MARWAR JN.,Saturday
59604,UDZ-AII PASS,UDAIPUR CITY,MADAR JN,Saturday
59605,COR-UDZ PASS,CHITTAURGARH JN,UDAIPUR CITY,Saturday
59606,UDZ-COR PASS,UDAIPUR CITY,CHITTAURGARH JN,Saturday
59710,SOG-APH PASS,SURATGARH JN.,ANUPGARH,Saturday
59836,UDZ-NMH PASS,UDAIPUR CITY,NIMACH,Saturday
63157,JSME - BDME,JASIDIH JN.,BAIDYANATHDHAM,Saturday
63163,JSME - BDME,JASIDIH JN.,BAIDYANATHDHAM,Saturday
63168,BDME - JSME,BAIDYANATHDHAM,JASIDIH JN.,Saturday
63205,KIUL-PNBE ME,KIUL JN.,PATNA JN.,Saturday
63209,JAJ-PNBE MEM,JHAJHA,PATNA JN.,Saturday
63213,PNBE-ARA MEM,PATNA JN.,ARA,Saturday
63225,PNBE-MGS MEM,PATNA JN.,MUGHAL SARAI JN.,Saturday
63237,MGS-ALD MEMU,MUGHAL SARAI JN.,ALLAHABAD JN.,Saturday
63242,GAYA-PNBE  M,GAYA JN.,PATNA JN.,Saturday
63243,PNBE-GAYA ME,PATNA JN.,GAYA JN.,Saturday
63256,GAYA-PNBE ME,GAYA JN.,PATNA JN.,Saturday
63274,MKA-BJU MEMU,MOKAMA JN.,BARAUNI JN.,Saturday
63275,BJU-MKA MEMU,BARAUNI JN.,MOKAMA JN.,Saturday
63290,DOS-GAYA MEM,DEHRI-ON-SON,GAYA JN.,Saturday
63501,HWH- BWN M/L,HOWRAH JN.,BARDDHAMAN JN.,Saturday
63506,ASN - BWN PA,ASANSOL MAIN,BARDDHAMAN JN.,Saturday
63510,ASN - BWN PA,ASANSOL MAIN,BARDDHAMAN JN.,Saturday
63545,ASN-DHN PGR.,ASANSOL MAIN,DHANBAD JN.,Saturday
63548,GAYA-KQR MEM,GAYA JN.,KODERMA,Saturday
63549,HZD-GAYA MEM,HAZARIBAGH ROAD,GAYA JN.,Saturday
63571,JSME-KIUL ME,JASIDIH JN.,MOKAMA JN.,Saturday
63581,BWN-RPH PASS,BARDDHAMAN JN.,RAMPUR HAT,Saturday
63597,RNC-ASN PASS,RANCHI,ASANSOL MAIN,Saturday
63598,ASN-RNC PASS,ASANSOL MAIN,RANCHI,Saturday
64016,SSB-PWL EMU,SHAKUR BASTI,PALWAL,Saturday
64017,PWL-SSB 12CA,PALWAL,SHAKUR BASTI,Saturday
64031,GZB-SSB 12CA,GHAZIABAD JN.,SHAKUR BASTI,Saturday
64053,PWL-GZB 12CA,PALWAL,GHAZIABAD JN.,Saturday
64076,NDLS-PWL 10C,NEW DELHI,PALWAL,Saturday
64077,PWL-NDLS EMU,PALWAL,NEW DELHI,Saturday
64084,NDLS-PWL EMU,NEW DELHI,PALWAL,Saturday
64093,NZM-NDLS 10,HAZRAT NIZAMUDDIN JN,SHAKUR BASTI,Saturday
64097,NDLS-SSB 10,NEW DELHI,SHAKUR BASTI,Saturday
64152,DLI-ALJN MEM,DELHI JN.,ALIGARH JN.,Saturday
64153,CNB-ETW MEMU,KANPUR CENTRAL JN.,ETAWAH,Saturday
64155,ETW-TDL MEMU,ETAWAH,TUNDLA JN,Saturday
64156,ETW-CNB MEMU,ETAWAH,KANPUR CENTRAL JN.,Saturday
64161,PHD-SKB MEMU,PHAPHUND,SHIKOHABAD JN.,Saturday
64162,PHD-CNB MEMU,PHAPHUND,KANPUR CENTRAL JN.,Saturday
64165,TDL-ALJN MEM,TUNDLA JN,ALIGARH JN.,Saturday
64203,LKO-CNB MEMU,LUCKNOW JN.,KANPUR CENTRAL JN.,Saturday
64204,CNB-LKO MEMU,KANPUR CENTRAL JN.,LUCKNOW JN.,Saturday
64210,CNB-LKO MEMU,KANPUR CENTRAL JN.,LUCKNOW JN.,Saturday
64211,LKO-CNB MEMU,LUCKNOW JN.,KANPUR CENTRAL JN.,Saturday
64235,BBK-CNB MEMU,BARA BANKI JN.,KANPUR CENTRAL JN.,Saturday
64409,GZB-NDLS 10C,GHAZIABAD JN.,NEW DELHI,Saturday
64418,DLI-GZB MEMU,DELHI JN.,GHAZIABAD JN.,Saturday
64423,GZB-NDLS EMU,GHAZIABAD JN.,NEW DELHI,Saturday
